# Frequency [Hz], real, imaginary
0.000000000000000000e+00,1e+04
2.000000000000000000e+00,1e+04
4.000000000000000000e+00,1e+04
6.000000000000000000e+00,1e+04
8.000000000000000000e+00,1e+04
1.000000000000000000e+01,1e+04
1.200000000000000000e+01,1e+04
1.400000000000000000e+01,1e+04
1.600000000000000000e+01,1e+04
1.800000000000000000e+01,1e+04
2.000000000000000000e+01,1e+04
2.200000000000000000e+01,1e+04
2.400000000000000000e+01,1e+04
2.600000000000000000e+01,1e+04
2.800000000000000000e+01,1e+04
3.000000000000000000e+01,1e+04
3.200000000000000000e+01,1e+04
3.400000000000000000e+01,1e+04
3.600000000000000000e+01,1e+04
3.800000000000000000e+01,1e+04
4.000000000000000000e+01,1e+04
4.200000000000000000e+01,1e+04
4.400000000000000000e+01,1e+04
4.600000000000000000e+01,1e+04
4.800000000000000000e+01,1e+04
5.000000000000000000e+01,1e+04
5.200000000000000000e+01,1e+04
5.400000000000000000e+01,1e+04
5.600000000000000000e+01,1e+04
5.800000000000000000e+01,1e+04
6.000000000000000000e+01,1e+04
6.200000000000000000e+01,1e+04
6.400000000000000000e+01,1e+04
6.600000000000000000e+01,1e+04
6.800000000000000000e+01,1e+04
7.000000000000000000e+01,1e+04
7.200000000000000000e+01,1e+04
7.400000000000000000e+01,1e+04
7.600000000000000000e+01,1e+04
7.800000000000000000e+01,1e+04
8.000000000000000000e+01,1e+04
8.200000000000000000e+01,1e+04
8.400000000000000000e+01,1e+04
8.600000000000000000e+01,1e+04
8.800000000000000000e+01,1e+04
9.000000000000000000e+01,1e+04
9.200000000000000000e+01,1e+04
9.400000000000000000e+01,1e+04
9.600000000000000000e+01,1e+04
9.800000000000000000e+01,1e+04
1.000000000000000000e+02,1e+04
1.020000000000000000e+02,1e+04
1.040000000000000000e+02,1e+04
1.060000000000000000e+02,1e+04
1.080000000000000000e+02,1e+04
1.100000000000000000e+02,1e+04
1.120000000000000000e+02,1e+04
1.140000000000000000e+02,1e+04
1.160000000000000000e+02,1e+04
1.180000000000000000e+02,1e+04
1.200000000000000000e+02,1e+04
1.220000000000000000e+02,1e+04
1.240000000000000000e+02,1e+04
1.260000000000000000e+02,1e+04
1.280000000000000000e+02,1e+04
1.300000000000000000e+02,1e+04
1.320000000000000000e+02,1e+04
1.340000000000000000e+02,1e+04
1.360000000000000000e+02,1e+04
1.380000000000000000e+02,1e+04
1.400000000000000000e+02,1e+04
1.420000000000000000e+02,1e+04
1.440000000000000000e+02,1e+04
1.460000000000000000e+02,1e+04
1.480000000000000000e+02,1e+04
1.500000000000000000e+02,1e+04
1.520000000000000000e+02,1e+04
1.540000000000000000e+02,1e+04
1.560000000000000000e+02,1e+04
1.580000000000000000e+02,1e+04
1.600000000000000000e+02,1e+04
1.620000000000000000e+02,1e+04
1.640000000000000000e+02,1e+04
1.660000000000000000e+02,1e+04
1.680000000000000000e+02,1e+04
1.700000000000000000e+02,1e+04
1.720000000000000000e+02,1e+04
1.740000000000000000e+02,1e+04
1.760000000000000000e+02,1e+04
1.780000000000000000e+02,1e+04
1.800000000000000000e+02,1e+04
1.820000000000000000e+02,1e+04
1.840000000000000000e+02,1e+04
1.860000000000000000e+02,1e+04
1.880000000000000000e+02,1e+04
1.900000000000000000e+02,1e+04
1.920000000000000000e+02,1e+04
1.940000000000000000e+02,1e+04
1.960000000000000000e+02,1e+04
1.980000000000000000e+02,1e+04
2.000000000000000000e+02,1e+04
